SBQQ__OPPORTUNITY2__C,SBQQ__PRIMARY__C,TOTAL_AMOUNT__C,TOTAL_INCREMENTAL_ARR__C
0063Z00000fy5DRQAY,true,72062,94681
0063Z00000fy5FNQAY,true,46119,64603
0063Z00000fy5FwQAI,true,34185,30904
0063Z00000fy5GBQAY,true,81459,97864
0063Z00000fy5GQQAY,true,63344,71972
0063Z00000fy5GkQAI,true,95742,35881
0063Z00000fy5HEQAY,true,83647,30829
0063Z00000fy5HOQAY,true,67065,72528
0063Z00000fy5IgQAI,true,64886,79878
0063Z00000fy5JKQAY,true,38643,71586
0063Z00000fy5JtQAI,true,30065,60264
0063Z00000fy5OoQAI,true,82149,91274
0063Z00000fy5PNQAY,true,53440,87878
0063Z00000fy5PhQAI,true,32753,55128
0063Z00000fy5Q1QAI,true,56511,45897
0063Z00000fy5REQAY,true,63098,66305
0063Z00000fy5S7QAI,true,52763,39082
0063Z00000fy6aCQAQ,true,53066,94359
,true,38643,63095
0063Z00000fy6j9QAA,true,42473,49233
0063Z00000fy6tYQAQ,true,56278,59389
0063Z00000fy6wWQAQ,true,90467,48990
0063Z00000fy72jQAA,true,86343,33458
0063Z00000fy788QAA,true,45315,85925
0063Z00000fy796QAA,true,64310,91789
0063Z00000fy7TdQAI,true,78415,85483
0063Z00000fy7lFQAQ,true,70807,48560
0063Z00000fy7odQAA,true,93679,55482
0063Z00000fy7s6QAA,true,30210,82762
006f100000bsBD2AAM,true,99946,69555
0063Z00000fy7zCQAQ,true,31045,69129
0063Z00000fy800QAA,true,39659,72735
0063Z00000fy8QiQAI,true,73857,38107
0063Z00000fy9KFQAY,true,31900,61010
0063Z00000fy9bvQAA,true,78978,58298
0063Z00000fx17PQAQ,true,36324,80833
0063Z00000fyEBLQA2,true,98128,42470
0063Z00000fyEBaQAM,true,54591,94376
0063Z00000fyECdQAM,true,62641,90457
0063Z00000fxeVOQAY,true,87027,50944
0063Z00000fyIG8QAM,true,77551,64731
0063Z00000fy3N5QAI,true,81565,71387
006f100000dVZddAAG,true,88488,81378
0063Z00000fyIqOQAU,true,61429,37061
0063Z00000fx45KQAQ,true,58957,56084
0063Z00000fyFslQAE,false,84318,39449
0063Z00000fy6y8QAA,true,55245,75175
0063Z00000fyKpxQAE,true,53914,75500
006f100000arFASAA2,true,70760,52607
0063Z00000fy3MHQAY,true,98788,79340
0063Z00000fyNHjQAM,true,45484,54352
0063Z00000fyOwjQAE,true,56235,93248
0063Z00000fy7qtQAA,true,60162,34118
0063Z00000fyPWDQA2,true,89501,82665
0063Z00000fyVdOQAU,true,59408,33521
0063Z00000fyVelQAE,true,52898,30449
0063Z00000fyNI8QAM,true,49864,57356
0063Z00000fyXnnQAE,true,75928,94700
0063Z00000fyYO5QAM,true,76027,59354
0063Z00000fwxzoQAA,true,91497,56251
0063Z00000fy5EtQAI,true,53956,66649
0063Z00000fyDFnQAM,true,52904,98186
0063Z00000fxNkRQAU,false,63917,85656
0063Z00000fySsxQAE,true,84259,68173
0063Z00000fyZQCQA2,false,45347,62627
0063Z00000fyZipQAE,true,84446,36016
0063Z00000fydkMQAQ,true,55501,67278
0063Z00000fye34QAA,true,63627,59981
0063Z00000fyUxmQAE,true,67474,81131
0063Z00000fyht8QAA,true,52829,31268
006f100000cjV23AAE,true,50841,48184
0063Z00000fykz2QAA,true,68736,52237
0063Z00000fymehQAA,true,57426,85695
0063Z00000fymjQQAQ,true,48761,97886
006f100000fk6XNAAY,true,80438,64641
006f100000et0lLAAQ,true,94363,67411
0063Z00000fynZRQAY,true,42194,79457
0063Z00000fyFaIQAU,true,77793,51598
0063Z00000fypI5QAI,true,76043,63841
0063Z00000fypOhQAI,true,80558,84758
0063Z00000fypP1QAI,true,86923,71620
0063Z00000fypQ4QAI,true,75055,69593
0063Z00000fypWlQAI,true,33481,84720
0063Z00000fypYRQAY,true,84189,35572
0063Z00000fypZFQAY,true,74978,54937
0063Z00000fypaDQAQ,true,36906,73103
0063Z00000fypbLQAQ,true,87251,30235
0063Z00000fypgVQAQ,true,84103,61578
0063Z00000fypk8QAA,true,37167,39042
0063Z00000fypmJQAQ,true,42570,66910
0063Z00000fypoeQAA,true,57177,48569
0063Z00000fypp8QAA,true,47408,80591
,true,54336,65761
0063Z00000fyqBnQAI,true,79890,76237
0063Z00000fyqEIQAY,true,30754,34551
0063Z00000fyqtjQAA,true,83951,38117
0063Z00000fyquhQAA,true,98614,46354
0063Z00000fyqxvQAA,true,50174,33049
0063Z00000fyqzhQAA,true,86177,41961
0063Z00000fyr1dQAA,true,51740,63266
0063Z00000fyr35QAA,true,94213,50690
0063Z00000fyr3oQAA,true,41509,90830
0063Z00000fyr4wQAA,true,86914,99498
0063Z00000fyr5aQAA,true,63397,49138
0063Z00000fyrAQQAY,true,67982,54804
0063Z00000fyrAzQAI,true,63833,77936
0063Z00000fyrBiQAI,true,65442,68257
0063Z00000fyrCCQAY,true,71060,87110
0063Z00000fyrCqQAI,true,59814,51971
0063Z00000fyrDFQAY,true,66860,51839
0063Z00000fyrFzQAI,true,82675,52687
0063Z00000fyrL4QAI,true,62541,30064
006f100000fjh3GAAQ,true,63918,66221
0063Z00000fyrLnQAI,true,50568,78829
0063Z00000fyrMgQAI,true,54329,53175
0063Z00000fyrN5QAI,true,36457,52107
0063Z00000fyrNtQAI,true,49583,41435
0063Z00000fyrRWQAY,true,97746,87340
0063Z00000fyrTDQAY,true,30837,90797
0063Z00000fyrTmQAI,true,39165,55638
0063Z00000fyrUaQAI,true,65455,78208
0063Z00000fyrVxQAI,true,47469,70246
0063Z00000fyradQAA,true,60156,51558
0063Z00000fyrcAQAQ,true,80694,60044
0063Z00000fyrgCQAQ,true,75537,96723
0063Z00000fwXM9QAM,true,81200,84420
0063Z00000fyroGQAQ,true,43122,77182
0063Z00000fyrpTQAQ,true,61008,61755
0063Z00000fyrq7QAA,true,41104,53725
0063Z00000fyrqlQAA,true,48073,61208
0063Z00000fyrs3QAA,true,32378,35623
0063Z00000fyrsDQAQ,true,68838,91689
0063Z00000fyrtzQAA,true,64136,52481
0063Z00000fyruYQAQ,true,57991,92893
0063Z00000fyrvCQAQ,true,75830,48370
0063Z00000fyrvvQAA,true,60665,30759
0063Z00000fyrwFQAQ,true,76442,62850
0063Z00000fyrwjQAA,true,97044,93174
0063Z00000fyrx8QAA,true,50027,70455
0063Z00000fyrxrQAA,true,69172,95804
0063Z00000fysmGQAQ,true,72827,75057
0063Z00000fysrBQAQ,true,80985,39241
0063Z00000fyss9QAA,true,93081,84130
0063Z00000fysuFQAQ,true,94504,70389
0063Z00000fysvNQAQ,true,75145,43155
0063Z00000fysvrQAA,true,94190,56638
0063Z00000fyswfQAA,true,48569,58136
0063Z00000fysxTQAQ,true,35364,94302
0063Z00000fyszFQAQ,true,49052,80130
0063Z00000fyt0cQAA,true,59955,54215
0063Z00000fyt1aQAA,true,33713,90695
0063Z00000fyoTjQAI,true,69350,47587
0063Z00000fyt79QAA,true,33074,66235
0063Z00000fyt8RQAQ,true,77529,43082
0063Z00000fytBkQAI,true,85381,40307
0063Z00000fytEhQAI,true,56574,86111
0063Z00000fyvAiQAI,false,33175,89536
0063Z00000fyvWSQAY,true,79756,50208
0063Z00000fyxlqQAA,true,43158,70474
0063Z00000fyyJOQAY,true,51430,75728
0063Z00000fyIMzQAM,true,42140,77008
0063Z00000fz3MhQAI,true,87235,74040
0063Z00000fz4HBQAY,true,41015,93335
0063Z00000fz5pMQAQ,true,33512,54371
0063Z00000fz6hSQAQ,true,54251,35240
0063Z00000fz7CVQAY,true,70796,96330
0063Z00000fz8teQAA,true,82107,61465
0063Z00000fyvm1QAA,false,65415,34041
0063Z00000fzBMFQA2,true,60349,38134
0063Z00000fzBcDQAU,true,60931,38943
0063Z00000fzBn7QAE,true,74890,37111
0063Z00000fzC5KQAU,true,73592,58155
0063Z00000fzE5cQAE,true,35363,44097
0063Z00000fzDgkQAE,true,92128,74271
0063Z00000fzEsFQAU,true,57595,87603
0063Z00000fzGX4QAM,true,58300,59108
0063Z00000fyvm1QAA,true,82730,41172
0063Z00000fzMYnQAM,true,71720,69061
0063Z00000fzMxiQAE,false,68415,88911
0063Z00000fzNd5QAE,true,50770,48656
0063Z00000fzO34QAE,true,38657,96413
0063Z00000fzO6DQAU,true,97948,37201
0063Z00000fzOCGQA2,true,58342,33770
0063Z00000fzMxiQAE,true,52040,37616
0063Z00000fyxWCQAY,true,50755,36512
0063Z00000fzP14QAE,true,65389,74006
0063Z00000fzPimQAE,true,35778,56173
0063Z00000fzSdvQAE,true,58228,96550
0063Z00000fylDYQAY,true,79621,74427
0063Z00000fzV7rQAE,true,31396,50811
0063Z00000fzG5KQAU,true,52599,45157
0063Z00000fzYIdQAM,true,91580,84136
0063Z00000fzZRvQAM,true,61499,33573
0063Z00000fz76NQAQ,true,91264,58669
0063Z00000fyvzFQAQ,true,48057,44735
0063Z00000fzkPSQAY,true,63395,79071
0063Z00000fzkZ3QAI,true,96049,30842
0063Z00000fzl6vQAA,true,81534,76800
0063Z00000fzlCAQAY,true,71227,71640
0063Z00000fzlMFQAY,true,83617,79106
0063Z00000fzlNSQAY,true,33654,42185
0063Z00000fzlTLQAY,true,36412,80878
0063Z00000fzm9qQAA,true,59161,76943
0063Z00000fznDyQAI,true,92323,55061
0063Z00000fznIKQAY,true,44745,74578
0063Z00000fznQnQAI,true,51130,40274
0063Z00000fznSAQAY,true,80169,93035
0063Z00000fznYkQAI,true,53964,69349
0063Z00000fznbtQAA,true,90647,38473
0063Z00000fzndLQAQ,true,78672,48225
0063Z00000fznflQAA,true,59302,56889
0063Z00000fzng5QAA,true,79795,64115
0063Z00000fzngeQAA,true,66082,83951
0063Z00000fzni6QAA,true,35527,59976
0063Z00000fznjxQAA,true,45838,87289
0063Z00000fznlAQAQ,true,64252,87822
0063Z00000fzntYQAQ,true,39582,60922
0063Z00000fznv0QAA,true,58703,45602
0063Z00000fzo0eQAA,true,40972,81440
0063Z00000fzo1rQAA,true,36215,35342
0063Z00000fzo39QAA,true,53338,79041
0063Z00000fzo47QAA,true,50728,47868
0063Z00000fzo5tQAA,true,88740,35132
0063Z00000fzoEWQAY,true,89768,40785
0063Z00000fzoNOQAY,true,65372,85661
0063Z00000fzpXtQAI,true,91073,59929
0063Z00000fzpaEQAQ,true,86129,97983
0063Z00000fzpkTQAQ,true,59784,82185
0063Z00000fzplCQAQ,true,47951,58491
0063Z00000fzpoLQAQ,true,40615,71107
0063Z00000fzpp9QAA,true,60592,68344
0063Z00000fzpt4QAA,true,45071,56591
0063Z00000fzpuvQAA,true,45255,54882
0063Z00000fzpwNQAQ,true,80043,77734
0063Z00000fzOm9QAE,true,68282,83053
0063Z00000fzqA5QAI,true,37695,70251
0063Z00000fzqB8QAI,true,57193,70423
0063Z00000fzqHkQAI,true,54227,98048
0063Z00000fzqRuQAI,true,49357,92391
0063Z00000fzqaIQAQ,true,97704,60739
0063Z00000fzqbkQAA,true,63474,77649
0063Z00000fzqfIQAQ,true,39735,37078
0063Z00000fzqkwQAA,true,86341,47855
0063Z00000fzqmnQAA,true,56164,57261
0063Z00000fzOvGQAU,true,76813,93955
0063Z00000fzqsvQAA,true,68118,89312
0063Z00000fzqwOQAQ,true,63714,75898
0063Z00000fzqyAQAQ,true,52679,89881
0063Z00000fzr0BQAQ,true,90349,35244
0063Z00000fzr43QAA,true,49299,32170
0063Z00000fzr8ZQAQ,true,96581,96884
0063Z00000fzrB9QAI,true,86269,98955
0063Z00000fzrC2QAI,true,76817,86332
0063Z00000fzrLbQAI,true,91166,31659
0063Z00000fzrLlQAI,true,69282,45659
0063Z00000fzsFjQAI,true,78630,76502
0063Z00000fzsJHQAY,true,97571,64872
0063Z00000fzsLrQAI,true,53689,37916
0063Z00000fzsNnQAI,true,38546,41404
0063Z00000fzsRzQAI,true,58718,46497
0063Z00000fzsTCQAY,true,34718,96461
0063Z00000fzsV8QAI,true,48018,38263
0063Z00000fzsVmQAI,true,40833,91270
0063Z00000fzsrOQAQ,true,61211,61713
0063Z00000fzszDQAQ,true,48153,49100
0063Z00000fzt8eQAA,true,39819,58111
0063Z00000fztRgQAI,true,63388,54695
0063Z00000fztSjQAI,true,30292,99455
0063Z00000fzodRQAQ,true,72465,33899
0063Z00000fztWRQAY,true,73344,71230
0063Z00000fybl6QAA,true,87481,44080
0063Z00000fztb7QAA,true,37402,88946
0063Z00000fztc5QAA,true,85079,57539
0063Z00000fztdwQAA,true,43353,32022
0063Z00000fzthKQAQ,true,48402,98536
0063Z00000fztpdQAA,true,47302,46730
0063Z00000fy77yQAA,true,58443,88308
0063Z00000fzvCKQAY,true,68174,45551
0063Z00000fzvDDQAY,true,37889,50221
0063Z00000fzvE6QAI,true,68672,53106
0063Z00000fzvFnQAI,true,95156,84621
0063Z00000fzvHFQAY,true,71209,81011
0063Z00000fzvKYQAY,true,54982,31274
0063Z00000fzvOkQAI,true,68564,96263
0063Z00000fzvUJQAY,true,54271,87405
0063Z00000fzxulQAA,true,34465,88418
0063Z00000g00YWQAY,true,78664,53546
0063Z00000g01DKQAY,true,54184,67873
0063Z00000g01K1QAI,true,66271,97928
0063Z00000g01h3QAA,true,41959,79716
0063Z00000g007zQAA,true,59969,33437
0063Z00000fzOnqQAE,true,46792,39575
0063Z00000g05SEQAY,true,89826,54993
006f100000fA7C1AAK,true,51722,37718
0063Z00000fbAtwQAE,true,43588,67452
006f100000fBridAAC,true,83606,36654
0063Z00000fbDwPQAU,true,76531,95108
006j000000SZFIrAAP,true,56039,45798
0063Z00000fwSJiQAM,true,58769,61363
0063Z00000fwZO5QAM,true,62296,31896
0063Z00000fwdOFQAY,true,83301,89120
0063Z00000fwTaOQAU,true,88958,36776
0063Z00000fwgdIQAQ,true,52026,47865
0063Z00000fwhhqQAA,true,86184,44478
0063Z00000fwi2UQAQ,true,60697,65734
0063Z00000fwvbyQAA,true,86252,88550
0063Z00000fwuyOQAQ,true,86674,76789
0063Z00000fx62kQAA,true,30139,36023
0063Z00000fx6CHQAY,true,63779,63109
0063Z00000fx788QAA,true,59892,45418
0063Z00000fxCGbQAM,true,83449,85726
0063Z00000fxCr8QAE,true,55667,45538
0063Z00000fxFoqQAE,true,85888,55491
0063Z00000gujkoQAA,true,81330,94622
0063Z00000gwKhDQAU,true,86610,87409
006f100000cjosyAAA,true,77340,57053
0063Z00000fxPGSQA2,true,50601,72702
0063Z00000fxdsRQAQ,true,46248,39927
0063Z00000fxm9mQAA,true,80705,70178
0063Z00000fxncAQAQ,true,78439,90551
0063Z00000fxouiQAA,true,65612,54992
0063Z00000fxqE4QAI,true,42539,67023
0063Z00000fy0GOQAY,true,82015,44204
006f100000a61xVAAQ,true,42672,60946
0063Z00000fy1hQQAQ,true,33840,38378
0063Z00000fy1uZQAQ,true,92149,30722
0063Z00000fy2l2QAA,true,85710,30839
0063Z00000fy57JQAQ,true,88956,34095
0063Z00000fy5EZQAY,true,81824,71380
0063Z00000fy5NlQAI,true,58622,87578
0063Z00000fy6gtQAA,true,85468,58143
0063Z00000fy7wXQAQ,true,91114,78794
0063Z00000fy9YrQAI,true,90238,44767
0063Z00000fyFslQAE,true,48111,94370
0063Z00000fyKcfQAE,true,90244,30880
0063Z00000fyXc6QAE,true,30333,31668
0063Z00000fyZKYQA2,true,59078,75266
006f100000es3E1AAI,true,78335,84097
0063Z00000fwWovQAE,true,63505,62987
0063Z00000fykV2QAI,true,63703,69449
0063Z00000fyispQAA,true,49959,93493
0063Z00000fypT0QAI,true,46578,34213
0063Z00000fyqrEQAQ,true,76268,44798
0063Z00000fyskZQAQ,true,63068,44415
0063Z00000fyoTZQAY,true,60465,53901
0063Z00000fy0lMQAQ,true,42015,73541
0063Z00000fz8zHQAQ,true,57707,87317
0063Z00000gATl1QAG,true,91687,30133
0063Z00000fzDpZQAU,true,77795,50214
006f100000dxCmgAAE,true,78726,36178
0063Z00000fzMnnQAE,true,87837,82512
0063Z00000fzSPGQA2,true,40034,59297
0063Z00000fzd6QQAQ,true,72743,37638
0063Z00000fzeRmQAI,true,32250,57360
0063Z00000fzi7HQAQ,true,81135,92116
0063Z00000fzkbEQAQ,true,58864,97832
0063Z00000fzkhCQAQ,true,75822,33553
0063Z00000fzlKTQAY,true,33675,32704
0063Z00000fznE3QAI,true,64048,50100
0063Z00000fzq3TQAQ,true,44915,47514
0063Z00000fzqhEQAQ,true,89089,91159
0063Z00000fzqphQAA,true,58124,98303
0063Z00000fztUkQAI,true,83745,45543
0063Z00000fztZ6QAI,true,64411,83725
0063Z00000fzvBbQAI,true,32020,48976
0063Z00000g00A5QAI,true,53647,42178
0063Z00000g01aCQAQ,true,75371,48469
0063Z00000g06kRQAQ,true,89201,43469
0063Z00000nTPO7QAO,true,71074,31370
0063Z00000obKoiQAE,true,42129,30151
0063Z00000fxeJNQAY,true,53966,72702
0063Z00000g0CVMQA2,true,60413,92280
0063Z00000g0EkCQAU,true,53961,83829
0063Z00000fzM9BQAU,true,56357,42084
0063Z00000gtDLBQA2,true,95081,79328
0063Z00000gtDOKQA2,true,81694,36929
0063Z00000gtE74QAE,true,84473,60689
0063Z00000gtGQwQAM,true,52927,51026
0063Z00000gtGcnQAE,true,40502,94880
0063Z00000gtGzcQAE,true,76232,66599
0063Z00000gtH5VQAU,true,63295,54932
0063Z00000gtMO4QAM,true,43833,32960
0063Z00000gtOxXQAU,true,59921,52621
0063Z00000fzPwaQAE,true,82438,44739
0063Z00000gtl2VQAQ,true,85348,48297
0063Z00000gtp2sQAA,true,52293,99638
0063Z00000gtroyQAA,true,88205,71780
0063Z00000gtu7cQAA,true,61969,90876
0063Z00000gtukFQAQ,true,87663,73414
0063Z00000gtw9uQAA,true,70525,84616
0063Z00000gtwgxQAA,true,67887,46577
0063Z00000gtzUGQAY,true,69779,76874
0063Z00000gtzwoQAA,true,56437,64556
0063Z00000gu81oQAA,true,47932,45933
0063Z00000gu84YQAQ,true,79344,45646
0063Z00000gu89TQAQ,true,90674,82068
0063Z00000gu8GtQAI,true,39764,93984
0063Z00000gu8KgQAI,true,94160,65654
0063Z00000gu8OsQAI,true,88101,66750
0063Z00000guA2KQAU,true,99028,80388
0063Z00000guA4fQAE,true,68019,49738
0063Z00000guAM5QAM,true,96550,69618
0063Z00000guAMjQAM,true,60789,93416
0063Z00000guAbAQAU,true,70938,53642
0063Z00000guCzVQAU,true,59493,56652
0063Z00000guD38QAE,true,67371,36992
0063Z00000guDQMQA2,true,83426,45166
0063Z00000guDabQAE,true,86150,76121
0063Z00000gwG5YQAU,true,91885,74281
0063Z00000guFHvQAM,true,45112,30813
0063Z00000guFmAQAU,true,40823,57662
0063Z00000guFmyQAE,true,34279,81372
0063Z00000guGJsQAM,true,70216,60824
0063Z00000guIZvQAM,true,87182,45268
0063Z00000guNbLQAU,true,97272,64909
0063Z00000guSsUQAU,true,34774,97156
0063Z00000guSlYQAU,true,63892,60116
0063Z00000gulg7QAA,true,38919,30891
0063Z00000guqz3QAA,true,88235,60641
0063Z00000gurPpQAI,true,64781,55175
0063Z00000gurStQAI,true,67330,70981
0063Z00000guZQWQA2,true,67926,85590
0063Z00000guucrQAA,true,91531,68732
0063Z00000guwfCQAQ,true,84744,54970
0063Z00000guwrIQAQ,true,57510,41329
0063Z00000guwt4QAA,true,59675,55866
0063Z00000guwuvQAA,true,79591,55322
0063Z00000guxKuQAI,true,91721,85654
0063Z00000gv2mKQAQ,true,48117,60748
0063Z00000gv2woQAA,true,54261,55838
0063Z00000gv35qQAA,true,92834,92664
0063Z00000gv3E9QAI,true,39193,96958
0063Z00000gv3TOQAY,true,62305,60271
0063Z00000gv3fPQAQ,true,62542,49180
0063Z00000gv5JiQAI,true,55442,60440
0063Z00000gv8KtQAI,true,51335,32905
0063Z00000gv8VrQAI,true,68976,75610
0063Z00000gvAByQAM,true,75774,41272
0063Z00000gvADuQAM,true,84363,34733
0063Z00000gundWQAQ,true,76946,38063
0063Z00000gvGaHQAU,true,54781,30236
0063Z00000gvKGBQA2,true,97282,44256
0063Z00000fz9daQAA,true,92009,92206
0063Z00000gvV9IQAU,true,34851,61951
0063Z00000gvarzQAA,true,39780,37468
0063Z00000gvLCAQA2,true,53313,54633
0063Z00000gvecSQAQ,true,86209,69251
0063Z00000gvgjtQAA,true,30662,37525
0063Z00000gvW3VQAU,true,92748,34342
0063Z00000gvtDBQAY,true,86683,49010
0063Z00000gvtHIQAY,true,49633,69712
0063Z00000gvtKRQAY,true,60221,99481
0063Z00000gvtMmQAI,true,38553,85801
0063Z00000gvu2JQAQ,true,75918,48244
0063Z00000gvui3QAA,true,80145,62940
0063Z00000guKD0QAM,true,42198,40845
0063Z00000gvqhsQAA,true,94971,32298
0063Z00000gvyycQAA,true,95718,30173
0063Z00000gvzT1QAI,true,48590,30858
0063Z00000gw08mQAA,true,57187,55130
0063Z00000gw2KYQAY,true,54213,88181
0063Z00000gw2WqQAI,true,31558,34387
0063Z00000gw6ITQAY,true,79851,40858
0063Z00000gw7GrQAI,true,61074,64231
0063Z00000gw6hJQAQ,true,56771,32701
0063Z00000gwC13QAE,true,89795,36810
0063Z00000gwDVuQAM,true,68127,67034
0063Z00000gwGFiQAM,true,50854,75138
0063Z00000gwGUxQAM,true,45595,71233
0063Z00000gwGbPQAU,true,85171,63770
0063Z00000gwHx2QAE,true,84711,92889
0063Z00000gwIvCQAU,true,53950,48977
0063Z00000gwJ7SQAU,true,35783,31906
0063Z00000mcjzYQAQ,true,91968,38059
0063Z00000nTjWsQAK,true,67695,30618
0063Z00000k4TKeQAM,true,83199,30916
0063Z00000mcn01QAA,true,71089,67745
0063Z00000mcnhlQAA,true,47423,77336
0063Z00000nTFoBQAW,true,75248,53210
0063Z00000nSoR9QAK,true,55552,48881
0063Z00000nSiAiQAK,true,48915,90504
0063Z00000nSiG2QAK,true,38472,68148
0063Z00000mcriFQAQ,true,45831,60590
0063Z00000mcrlOQAQ,true,99392,67230
0063Z00000mcroNQAQ,true,95970,45907
0063Z00000mcs4LQAQ,true,36322,68632
0063Z00000mcs6CQAQ,true,31979,88476
0063Z00000mcuM7QAI,true,38117,31498
0063Z00000mcwydQAA,true,71281,60594
0063Z00000mcx5PQAQ,true,54358,38072
0063Z00000nSp09QAC,true,97746,87374
0063Z00000mcxHaQAI,true,48636,78141
0063Z00000mcxMCQAY,true,50393,97305
0063Z00000mcy9RQAQ,true,34338,45443
0063Z00000mcy9MQAQ,true,65974,81730
0063Z00000mcyr8QAA,true,36946,74366
0063Z00000mcnDvQAI,true,31877,53209
0063Z00000mcrQVQAY,true,95785,65001
0063Z00000mcmjZQAQ,true,87706,31140
0063Z00000nS9xNQAS,true,99431,74918
0063Z00000mczSOQAY,true,69388,72292
0063Z00000mczSiQAI,true,35967,42223
0063Z00000mczXdQAI,true,42547,85973
0063Z00000nU0BQQA0,true,39980,60260
0063Z00000md151QAA,true,75404,94108
0063Z00000nS03lQAC,true,75527,68351
0063Z00000nU06QQAS,true,44493,33651
0063Z00000nSUs2QAG,true,99516,76093
0063Z00000nSyJNQA0,true,82862,89364
0063Z00000nTcNtQAK,true,31879,33943
0063Z00000md2PrQAI,true,59794,76758
0063Z00000mcl6uQAA,true,73475,74582
0063Z00000inHtIQAU,true,43835,73688
0063Z00000md4jJQAQ,true,80814,37187
0063Z00000mcmzDQAQ,true,39812,79178
0063Z00000md5BcQAI,true,93043,73632
0063Z00000md5E8QAI,true,96048,66713
0063Z00000md5dbQAA,true,57490,39253
0063Z00000md7YPQAY,true,32809,78647
0063Z00000md4tJQAQ,true,83716,67207
0063Z00000mcsKOQAY,true,75836,96263
0063Z00000md7w4QAA,true,73856,35924
0063Z00000mcmhTQAQ,true,74191,32606
0063Z00000nTruoQAC,true,82069,83226
0063Z00000md9bDQAQ,true,34278,96472
0063Z00000md9bSQAQ,true,90185,98955
0063Z00000md9bhQAA,true,58415,53972
0063Z00000nTjBkQAK,true,44912,74254
0063Z00000mdAK2QAM,true,58748,34839
0063Z00000mckoNQAQ,true,55222,88212
0063Z00000mdAmaQAE,true,67525,77421
0063Z00000mdArzQAE,true,91273,79665
0063Z00000mdBH9QAM,true,86166,81660
0063Z00000nTmftQAC,true,40640,43804
0063Z00000mdBImQAM,true,90321,73585
0063Z00000mdCjVQAU,true,89211,55337
0063Z00000mdCqHQAU,true,83362,80741
0063Z00000mdCxDQAU,true,98021,56388
0063Z00000mdDUMQA2,true,67502,42562
0063Z00000mdDX1QAM,true,48635,61746
0063Z00000mdDb3QAE,true,64027,50728
0063Z00000mdDiTQAU,true,90428,37183
0063Z00000mdDkUQAU,true,61001,88350
0063Z00000mdDlcQAE,true,38446,40134
0063Z00000mczjUQAQ,true,38552,44906
0063Z00000mdFHSQA2,true,32690,69533
0063Z00000mdFKRQA2,true,91323,30195
0063Z00000mdFNfQAM,true,32879,49626
0063Z00000mdFRmQAM,true,33996,52695
0063Z00000mdFcmQAE,true,60392,48960
0063Z00000mdHDSQA2,true,85943,81576
0063Z00000mdHPrQAM,true,75996,53512
0063Z00000mdJqSQAU,true,36166,50912
0063Z00000md00QQAQ,true,62284,49838
0063Z00000mdBGkQAM,true,56336,85852
0063Z00000mdJuKQAU,true,85296,32267
0063Z00000mdJhMQAU,true,49346,85658
0063Z00000mdJvIQAU,true,93209,72925
0063Z00000mdJy2QAE,true,91471,50671
0063Z00000mdK2TQAU,true,64363,83023
0063Z00000mdK3HQAU,true,74126,70991
0063Z00000mdK40QAE,true,89963,52674
0063Z00000mdKDRQA2,true,99768,85380
0063Z00000mdKt8QAE,true,80824,89553
0063Z00000mdLNUQA2,true,77671,61231
0063Z00000mdLONQA2,true,72092,62545
0063Z00000mdLPaQAM,true,45243,73975
0063Z00000mdLRbQAM,true,40212,61826
0063Z00000nTT6GQAW,true,78998,57203
0063Z00000mdLeFQAU,true,47038,38680
0063Z00000mdLipQAE,true,60286,64584
0063Z00000mdLkbQAE,true,62577,92169
0063Z00000mdLn1QAE,true,76728,59003
0063Z00000mdLmTQAU,true,37575,87905
0063Z00000mdLrOQAU,true,78933,72242
0063Z00000mdLsMQAU,true,43536,78351
0063Z00000mdM05QAE,true,32162,85672
0063Z00000mdM5FQAU,true,93794,59366
0063Z00000mcmphQAA,true,43707,86688
0063Z00000mdMJSQA2,true,69188,62527
0063Z00000mdMK6QAM,true,62924,70291
0063Z00000mdMN0QAM,true,48307,60309
0063Z00000mdMnNQAU,true,42505,49646
0063Z00000g060zQAA,true,70353,67173
0063Z00000g062NQAQ,true,49709,59243
0063Z00000g06zHQAQ,true,48443,43513
0063Z00000g07WBQAY,true,72694,98224
0063Z00000g08uoQAA,true,72091,51612
0063Z00000fziAfQAI,true,95694,74457
0063Z00000g09IHQAY,true,54818,84095
0063Z00000g09KIQAY,true,93600,75476
0063Z00000g06jnQAA,true,99536,51959
0063Z00000g0B4CQAU,true,55072,38458
0063Z00000g0BAUQA2,true,57260,66947
0063Z00000g0BafQAE,true,94811,44046
0063Z00000fz9SIQAY,true,72283,58134
0063Z00000g0CV7QAM,true,59828,91901
0063Z00000g0Cs6QAE,true,52122,99568
0063Z00000g0CspQAE,true,37390,81645
0063Z00000g0CtTQAU,true,75901,87458
0063Z00000g0GcLQAU,true,32141,83328
0063Z00000g0GegQAE,true,34432,91095
0063Z00000g0IFdQAM,true,97195,63389
0063Z00000fx6jVQAQ,false,60022,86237
0063Z00000g0K40QAE,true,43557,75891
0063Z00000fyOzxQAE,true,74390,46837
0063Z00000g0KJKQA2,true,94377,77606
0063Z00000g0MhPQAU,true,37579,95820
0063Z00000g0N1UQAU,true,88377,69147
0063Z00000fz9KxQAI,true,44789,36609
0063Z00000fyZQCQA2,true,78591,99855
0063Z00000gsyiNQAQ,true,73561,37201
0063Z00000fwiNcQAI,true,93672,64923
